Protocol,Fwd Packet Length Max,Fwd Packet Length Std,Bwd Packet Length Min,Flow Bytes/s,Fwd IAT Min,Bwd IAT Min,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,SYN Flag Count,RST Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,Down/Up Ratio,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Std,Active Max,Active Min,Idle Std,Idle Min,Label
17,389.0,34.063667,0.0,13196.292557584657,1.0,0.0,0,36.70735,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12828.277266971314,1.0,0.0,0,36.704655,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13451.698300296535,1.0,0.0,0,37.417797,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9829.999387978964,1.0,0.0,0,28.247126,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,30.127623,0.0,7361.274734523484,0.0,0.0,0,20.329397,0.0,0,0,0,0,0,0.0,362.1,0.0,7242,0,-1,-1,19,-1062718975,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13442.7700706727,1.0,0.0,0,37.392963,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,330,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13200.532427594437,1.0,0.0,0,36.719143,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9784.396511731436,1.0,0.0,0,28.116081,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,375.0,0.0,0.0,750000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,375.0,0.0,750,0,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,13214.609800362976,1.0,0.0,0,37.810043,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,375.0,0.0,0.0,15625000.0,48.0,0.0,0,41666.668,0.0,0,0,0,0,0,0.0,375.0,0.0,750,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,0.0,0.0,16708333.333333332,48.0,0.0,0,41666.668,0.0,0,0,0,0,0,0.0,401.0,0.0,802,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13195.323826827433,1.0,0.0,0,36.704655,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9578.81650235571,1.0,0.0,0,27.525335,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9764.401088674604,1.0,0.0,0,28.058624,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9836.29725591803,1.0,0.0,0,28.265223,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,366.0,0.0,0.0,732000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,366.0,0.0,732,0,-1,-1,1,330,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,375.0,0.0,0.0,750000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,375.0,0.0,750,0,-1,-1,1,-1,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13323.573830944417,1.0,0.0,0,37.0614,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12987.37493380898,1.0,0.0,0,37.15987,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,14,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9667.203733540751,1.0,0.0,0,27.779322,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,375.0,0.0,0.0,750000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,375.0,0.0,750,0,-1,-1,1,331,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13521.137355197834,1.0,0.0,0,37.61095,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9562.278460143434,1.0,0.0,0,27.477812,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13016.28393240222,1.0,0.0,0,36.20663,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,369,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13126.066835230436,1.0,0.0,0,36.51201,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13213.268400257282,1.0,0.0,0,36.75457,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13929.114561639724,1.0,0.0,0,38.7458,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,33.992157,0.0,10205.057881812674,0.0,0.0,0,27.334976,0.0,0,0,0,0,0,0.0,373.33334,0.0,2240,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9713.43505768515,1.0,0.0,0,27.91217,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,0.0,0.0,802000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,401.0,0.0,802,0,-1,-1,1,383,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,380.0,0.0,0.0,760000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,380.0,0.0,760,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,398.0,0.0,0.0,796000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,398.0,0.0,796,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,375.0,0.0,0.0,15306122.448979592,49.0,0.0,0,40816.33,0.0,0,0,0,0,0,0.0,375.0,0.0,750,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,383.0,0.0,0.0,15958333.333333332,48.0,0.0,0,41666.668,0.0,0,0,0,0,0,0.0,383.0,0.0,766,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9002.716336825766,1.0,0.0,0,25.869875,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9700.078046604973,1.0,0.0,0,27.873787,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,0.0,0.0,802000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,401.0,0.0,802,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13327.895897825643,1.0,0.0,0,37.073425,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12959.323667915014,1.0,0.0,0,37.07961,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,30.127623,0.0,7370.167207742645,0.0,0.0,0,20.353956,0.0,0,0,0,0,0,0.0,362.1,0.0,7242,0,-1,-1,19,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13215.575631140233,2.0,0.0,0,36.76099,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,-1062718975,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,506.0,0.0,0.0,1012000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,506.0,0.0,1012,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,0.0,0.0,16367346.938775511,49.0,0.0,0,40816.33,0.0,0,0,0,0,0,0.0,401.0,0.0,802,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12895.48934600129,1.0,0.0,0,36.896965,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9571.483579954893,1.0,0.0,0,27.504263,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,503.0,0.0,0.0,503000000.0,2.0,0.0,0,1000000.0,0.0,0,0,0,0,0,0.0,503.0,0.0,1006,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,0.0,0.0,16708333.333333332,48.0,0.0,0,41666.668,0.0,0,0,0,0,0,0.0,401.0,0.0,802,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12961.366228131172,1.0,0.0,0,37.085453,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,347.0,17.897858,0.0,12340.968105205357,1.0,0.0,0,37.227657,0.0,0,0,0,0,0,0.0,331.5,0.0,1326,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,383.0,0.0,0.0,383000000.0,2.0,0.0,0,1000000.0,0.0,0,0,0,0,0,0.0,383.0,0.0,766,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12891.327400986676,1.0,0.0,0,36.885056,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,473.0,24.856924,0.0,18136986.301369864,1.0,0.0,0,41095.89,0.0,0,0,0,0,0,0.0,441.33334,0.0,2648,0,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13203.320111649771,1.0,0.0,0,36.7269,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,401.0,0.0,0.0,16367346.938775511,49.0,0.0,0,40816.33,0.0,0,0,0,0,0,0.0,401.0,0.0,802,0,-1,-1,1,-1062718975,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,375.0,0.0,0.0,375000000.0,2.0,0.0,0,1000000.0,0.0,0,0,0,0,0,0.0,375.0,0.0,750,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,483.0,30.98817,0.0,3658872.077028886,0.0,0.0,0,8253.095,0.0,0,0,0,0,0,0.0,443.33334,0.0,2660,0,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13719.148611389375,0.0,0.0,0,38.161747,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,13243.778360916644,2.0,0.0,0,37.8935,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9817.381655413665,2.0,0.0,0,28.210867,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,376.0,29.444864,0.0,13500.240731824748,1.0,0.0,0,38.517094,0.0,0,0,0,0,0,0.0,350.5,0.0,1402,0,-1,-1,3,-1062718975,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,394.0,0.0,0.0,788000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,394.0,0.0,788,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13345.583799686314,1.0,0.0,0,37.122623,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,-1,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,375.0,0.0,0.0,15625000.0,48.0,0.0,0,41666.668,0.0,0,0,0,0,0,0.0,375.0,0.0,750,0,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13222.259001802198,1.0,0.0,0,36.77958,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9730.183139941284,1.0,0.0,0,27.960297,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13415.43054389402,1.0,0.0,0,37.316914,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,13107.314969341258,1.0,0.0,0,37.503048,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9865.809865809866,1.0,0.0,0,28.350029,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,14,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,13095.773381294965,1.0,0.0,0,37.470024,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9622.385872420436,1.0,0.0,0,27.650534,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9615.4731752245,1.0,0.0,0,27.63067,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12948.161046226232,2.0,0.0,0,37.047672,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,375,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,386.0,0.0,0.0,772000000.0,1.0,0.0,0,2000000.0,0.0,0,0,0,0,0,0.0,386.0,0.0,772,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13223.110097564117,1.0,0.0,0,36.781948,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,398.0,0.0,0.0,15307692.307692308,52.0,0.0,0,38461.54,0.0,0,0,0,0,0,0.0,398.0,0.0,796,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,393.0,35.08846,0.0,9762.757511431964,1.0,0.0,0,28.053902,0.0,0,0,0,0,0,0.0,348.0,0.0,2088,0,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12927.56678780481,1.0,0.0,0,36.988747,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,389.0,34.063667,0.0,13193.144702557893,1.0,0.0,0,36.698593,0.0,0,0,0,0,0,0.0,359.5,0.0,1438,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12912.998900824845,1.0,0.0,0,36.947063,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,14,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,13207.368918280588,1.0,0.0,0,37.789326,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,12816.281628162817,1.0,0.0,0,36.670334,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
17,369.0,22.51666,0.0,13725.798217020776,1.0,0.0,0,39.27267,0.0,0,0,0,0,0,0.0,349.5,0.0,1398,0,-1,-1,3,8,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
